"Cycle","Well","RFU","Replicate","Sample"
"200",12.6666666666667,"A7",2856.87222283942,"1","F"
"201",13.3,"A7",2864.09826834658,"1","F"
"202",13.9333333333333,"A7",2879.45231734735,"1","F"
"203",14.5666666666667,"A7",2905.54179876238,"1","F"
"204",15.2,"A7",2937.37057246145,"1","F"
"205",15.8333333333333,"A7",2990.25376703685,"1","F"
"206",16.4666666666667,"A7",3056.7873317809,"1","F"
"207",17.1,"A7",3141.48748595046,"1","F"
"208",17.7333333333333,"A7",3280.81999878562,"1","F"
"209",18.3666666666667,"A7",3589.43509724316,"1","F"
"210",19,"A7",4268.40293778972,"1","F"
"211",19.6333333333333,"A7",4758.42386810329,"1","F"
"212",20.2666666666667,"A7",5214.51482036729,"1","F"
"213",20.9,"A7",5670.15974246225,"1","F"
"214",21.5333333333333,"A7",6155.77984177473,"1","F"
"215",22.1666666666667,"A7",6628.67175120353,"1","F"
"216",22.8,"A7",7253.82276147007,"1","F"
"217",23.4333333333333,"A7",7772.32186501308,"1","F"
"218",24.0666666666667,"A7",8173.90226122317,"1","F"
"219",24.7,"A7",8470.58672554469,"1","F"
"220",25.3333333333333,"A7",8681.39179511583,"1","F"
"221",25.9666666666667,"A7",8810.93747985959,"1","F"
"222",26.6,"A7",8895.52280293053,"1","F"
"223",27.2333333333333,"A7",8941.82369243377,"1","F"
"224",27.8666666666667,"A7",8969.35667167659,"1","F"
"225",28.5,"A7",8974.19037130075,"1","F"
"226",29.1333333333333,"A7",8938.05364070996,"1","F"
"227",29.7666666666667,"A7",8894.92523672433,"1","F"
"228",30.4,"A7",8848.65739009016,"1","F"
"229",31.0333333333333,"A7",8816.85877512086,"1","F"
"230",31.6666666666667,"A7",8781.35519916255,"1","F"
"231",32.3,"A7",8752.43334556311,"1","F"
"232",32.9333333333333,"A7",8735.9346102237,"1","F"
"233",33.5666666666667,"A7",8721.88938460514,"1","F"
"234",34.2,"A7",8715.97838806999,"1","F"
"235",34.8333333333333,"A7",8707.18706646764,"1","F"
"236",35.4666666666667,"A7",8689.86393100408,"1","F"
"237",36.1,"A7",8687.84095264181,"1","F"
"238",36.7333333333333,"A7",8679.17517792892,"1","F"
"239",37.3666666666667,"A7",8665.5524852091,"1","F"
"240",38,"A7",8654.72552804846,"1","F"
"241",0.633333333333333,"A8",2769.68835868461,"1","E"
"242",1.26666666666667,"A8",2767.809426845,"1","E"
"243",1.9,"A8",2760.38882904047,"1","E"
"244",2.53333333333333,"A8",2745.88724270332,"1","E"
"245",3.16666666666667,"A8",2725.48733391233,"1","E"
"246",3.8,"A8",2738.29498053649,"1","E"
"247",4.43333333333333,"A8",2766.31403794282,"1","E"
"248",5.06666666666667,"A8",2808.06004029852,"1","E"
"249",5.7,"A8",2843.64438167351,"1","E"
"250",6.33333333333333,"A8",2850.88225702844,"1","E"
"251",6.96666666666667,"A8",2863.71573927988,"1","E"
"252",7.6,"A8",2875.26255854645,"1","E"
"253",8.23333333333333,"A8",2885.49541680688,"1","E"
"254",8.86666666666667,"A8",2885.69186506712,"1","E"
"255",9.5,"A8",2888.49039971237,"1","E"
"256",10.1333333333333,"A8",2887.74275093353,"1","E"
"257",10.7666666666667,"A8",2896.20025900919,"1","E"
"258",11.4,"A8",2916.33987640437,"1","E"
"259",12.0333333333333,"A8",2967.58178543946,"1","E"
"260",12.6666666666667,"A8",3073.33870703692,"1","E"
"261",13.3,"A8",3229.98548562111,"1","E"
"262",13.9333333333333,"A8",3445.46533304408,"1","E"
"263",14.5666666666667,"A8",3724.4732425034,"1","E"
"264",15.2,"A8",4070.81433792389,"1","E"
"265",15.8333333333333,"A8",4558.11440024734,"1","E"
"266",16.4666666666667,"A8",5576.35545446547,"1","E"
"267",17.1,"A8",7037.73649971174,"1","E"
"268",17.7333333333333,"A8",7988.25018821975,"1","E"
"269",18.3666666666667,"A8",8683.51909091654,"1","E"
"270",19,"A8",9110.12086823463,"1","E"
"271",19.6333333333333,"A8",9387.10414080859,"1","E"
"272",20.2666666666667,"A8",9487.46239123446,"1","E"
"273",20.9,"A8",9428.36412503491,"1","E"
"274",21.5333333333333,"A8",9339.00015267715,"1","E"
"275",22.1666666666667,"A8",9227.93620326522,"1","E"
"276",22.8,"A8",9125.98881802947,"1","E"
"277",23.4333333333333,"A8",9046.26689675742,"1","E"
"278",24.0666666666667,"A8",8995.38192747163,"1","E"
"279",24.7,"A8",8957.13983222714,"1","E"
"280",25.3333333333333,"A8",8935.93901899056,"1","E"
"281",25.9666666666667,"A8",8920.87148617664,"1","E"
"282",26.6,"A8",8926.33935586696,"1","E"
"283",27.2333333333333,"A8",8909.04949310634,"1","E"
"284",27.8666666666667,"A8",8911.23041002026,"1","E"
"285",28.5,"A8",8910.24475646641,"1","E"
"286",29.1333333333333,"A8",8918.40199018068,"1","E"
"287",29.7666666666667,"A8",8918.39860131242,"1","E"
"288",30.4,"A8",8920.30110132386,"1","E"
"289",31.0333333333333,"A8",8920.19832017398,"1","E"
"290",31.6666666666667,"A8",8906.94754546824,"1","E"
"291",32.3,"A8",8904.0349141548,"1","E"
"292",32.9333333333333,"A8",8890.32155297274,"1","E"
"293",33.5666666666667,"A8",8891.98627995142,"1","E"
"294",34.2,"A8",8885.24756841407,"1","E"
"295",34.8333333333333,"A8",8871.14866922945,"1","E"
"296",35.4666666666667,"A8",8865.0840799859,"1","E"
"297",36.1,"A8",8863.65190879834,"1","E"
"298",36.7333333333333,"A8",8849.84929627211,"1","E"
"299",37.3666666666667,"A8",8847.83996615721,"1","E"
"300",38,"A8",8835.18689711488,"1","E"
"301",0.633333333333333,"A9",2707.72601738712,"1","D"
"302",1.26666666666667,"A9",2706.88538489071,"1","D"
"303",1.9,"A9",2704.18000964631,"1","D"
"304",2.53333333333333,"A9",2687.69468585247,"1","D"
"305",3.16666666666667,"A9",2668.73937859801,"1","D"
"306",3.8,"A9",2679.52429059223,"1","D"
"307",4.43333333333333,"A9",2705.52180893755,"1","D"
"308",5.06666666666667,"A9",2741.09333776088,"1","D"
"309",5.7,"A9",2768.62503203057,"1","D"
"310",6.33333333333333,"A9",2781.83995538284,"1","D"
"311",6.96666666666667,"A9",2792.6897001776,"1","D"
"312",7.6,"A9",2798.36525127926,"1","D"
"313",8.23333333333333,"A9",2811.14584361448,"1","D"
"314",8.86666666666667,"A9",2810.42415217705,"1","D"
"315",9.5,"A9",2822.54764214303,"1","D"
"316",10.1333333333333,"A9",2842.03024708705,"1","D"
"317",10.7666666666667,"A9",2926.55637832797,"1","D"
"318",11.4,"A9",3167.28751278172,"1","D"
"319",12.0333333333333,"A9",3735.29573688012,"1","D"
"320",12.6666666666667,"A9",4742.10940067475,"1","D"
"321",13.3,"A9",5868.63126048326,"1","D"
"322",13.9333333333333,"A9",6775.87340613558,"1","D"
"323",14.5666666666667,"A9",7392.48830598979,"1","D"
"324",15.2,"A9",7801.70968610385,"1","D"
"325",15.8333333333333,"A9",8093.60007682143,"1","D"
"326",16.4666666666667,"A9",8241.35256682561,"1","D"
"327",17.1,"A9",8259.75533288161,"1","D"
"328",17.7333333333333,"A9",8258.21884425562,"1","D"
"329",18.3666666666667,"A9",8254.89531016551,"1","D"
"330",19,"A9",8232.65619719118,"1","D"
"331",19.6333333333333,"A9",8221.43866030623,"1","D"
"332",20.2666666666667,"A9",8218.25941575714,"1","D"
"333",20.9,"A9",8195.61278232237,"1","D"
"334",21.5333333333333,"A9",8186.57518742201,"1","D"
"335",22.1666666666667,"A9",8175.0295868171,"1","D"
"336",22.8,"A9",8156.02236457575,"1","D"
"337",23.4333333333333,"A9",8148.20538119808,"1","D"
"338",24.0666666666667,"A9",8127.25772458201,"1","D"
"339",24.7,"A9",8125.29697923787,"1","D"
"340",25.3333333333333,"A9",8113.44866307562,"1","D"
"341",25.9666666666667,"A9",8100.43043171592,"1","D"
"342",26.6,"A9",8098.85704744603,"1","D"
"343",27.2333333333333,"A9",8087.9255006491,"1","D"
"344",27.8666666666667,"A9",8077.03554001943,"1","D"
"345",28.5,"A9",8073.33080856082,"1","D"
"346",29.1333333333333,"A9",8065.17454977588,"1","D"
"347",29.7666666666667,"A9",8057.70986632101,"1","D"
"348",30.4,"A9",8052.08346320167,"1","D"
"349",31.0333333333333,"A9",8042.34059871919,"1","D"
"350",31.6666666666667,"A9",8042.77701078523,"1","D"
"351",32.3,"A9",8030.93174527934,"1","D"
"352",32.9333333333333,"A9",8022.62973140576,"1","D"
"353",33.5666666666667,"A9",8016.19068792302,"1","D"
"354",34.2,"A9",8013.20837909883,"1","D"
"355",34.8333333333333,"A9",8003.11628184114,"1","D"
"356",35.4666666666667,"A9",8000.26911701496,"1","D"
"357",36.1,"A9",7997.65581894264,"1","D"
"358",36.7333333333333,"A9",7993.73135265713,"1","D"
"359",37.3666666666667,"A9",7990.74904270008,"1","D"
"360",38,"A9",7991.95394474903,"1","D"
"361",0.633333333333333,"A10",2795.40820333052,"1","C"
"362",1.26666666666667,"A10",2784.4794934127,"1","C"
"363",1.9,"A10",2791.53367772311,"1","C"
"364",2.53333333333333,"A10",2773.38000611123,"1","C"
"365",3.16666666666667,"A10",2753.38761778069,"1","C"
"366",3.8,"A10",2759.52236059735,"1","C"
"367",4.43333333333333,"A10",2783.95539089244,"1","C"
"368",5.06666666666667,"A10",2811.80377035249,"1","C"
"369",5.7,"A10",2839.46754068625,"1","C"
"370",6.33333333333333,"A10",2856.2553363051,"1","C"
"371",6.96666666666667,"A10",2871.46569626604,"1","C"
"372",7.6,"A10",2883.73518189937,"1","C"
"373",8.23333333333333,"A10",2890.72347534551,"1","C"
"374",8.86666666666667,"A10",2910.59838469165,"1","C"
"375",9.5,"A10",2958.13667007865,"1","C"
"376",10.1333333333333,"A10",3062.17449207895,"1","C"
"377",10.7666666666667,"A10",3379.2329560632,"1","C"
"378",11.4,"A10",4133.44650300841,"1","C"
"379",12.0333333333333,"A10",5443.25079019812,"1","C"
"380",12.6666666666667,"A10",6841.08009205985,"1","C"
"381",13.3,"A10",7838.87156900285,"1","C"
"382",13.9333333333333,"A10",8433.03147277699,"1","C"
"383",14.5666666666667,"A10",8755.46830172405,"1","C"
"384",15.2,"A10",8919.48267527593,"1","C"
"385",15.8333333333333,"A10",8951.21616161068,"1","C"
"386",16.4666666666667,"A10",8907.89322691952,"1","C"
"387",17.1,"A10",8892.47179475837,"1","C"
"388",17.7333333333333,"A10",8885.62779085324,"1","C"
"389",18.3666666666667,"A10",8868.06541388075,"1","C"
"390",19,"A10",8841.70137490606,"1","C"
"391",19.6333333333333,"A10",8826.13565320389,"1","C"
"392",20.2666666666667,"A10",8789.23750280542,"1","C"
"393",20.9,"A10",8776.62679190616,"1","C"
"394",21.5333333333333,"A10",8756.86984900911,"1","C"
"395",22.1666666666667,"A10",8759.79951164941,"1","C"
"396",22.8,"A10",8746.90022166811,"1","C"
"397",23.4333333333333,"A10",8741.64535257286,"1","C"
"398",24.0666666666667,"A10",8739.86260199127,"1","C"
"399",24.7,"A10",8745.15314830657,"1","C"
"400",25.3333333333333,"A10",8735.85329741612,"1","C"
"401",25.9666666666667,"A10",8730.0339442381,"1","C"
"402",26.6,"A10",8732.44046217333,"1","C"
"403",27.2333333333333,"A10",8726.78937942382,"1","C"
"404",27.8666666666667,"A10",8715.66251096667,"1","C"
"405",28.5,"A10",8711.84078798831,"1","C"
"406",29.1333333333333,"A10",8708.25402297878,"1","C"
"407",29.7666666666667,"A10",8700.46103156739,"1","C"
"408",30.4,"A10",8693.31203249855,"1","C"
"409",31.0333333333333,"A10",8685.40812841334,"1","C"
"410",31.6666666666667,"A10",8678.5674248433,"1","C"
"411",32.3,"A10",8679.39843683057,"1","C"
"412",32.9333333333333,"A10",8672.79036331344,"1","C"
"413",33.5666666666667,"A10",8677.13525365575,"1","C"
"414",34.2,"A10",8669.46450967775,"1","C"
"415",34.8333333333333,"A10",8670.97138036248,"1","C"
"416",35.4666666666667,"A10",8662.8037924869,"1","C"
"417",36.1,"A10",8662.59418268069,"1","C"
"418",36.7333333333333,"A10",8661.3495632657,"1","C"
"419",37.3666666666667,"A10",8666.02532611435,"1","C"
"420",38,"A10",8671.78874120337,"1","C"
"421",0.633333333333333,"A11",2760.04631126275,"1","B"
"422",1.26666666666667,"A11",2758.98217630208,"1","B"
"423",1.9,"A11",2768.5331449411,"1","B"
"424",2.53333333333333,"A11",2744.08727942557,"1","B"
"425",3.16666666666667,"A11",2731.10902016844,"1","B"
"426",3.8,"A11",2731.26671498777,"1","B"
"427",4.43333333333333,"A11",2750.99764859897,"1","B"
"428",5.06666666666667,"A11",2776.23248526158,"1","B"
"429",5.7,"A11",2798.87733291048,"1","B"
"430",6.33333333333333,"A11",2822.79722405182,"1","B"
"431",6.96666666666667,"A11",2843.98585067177,"1","B"
"432",7.6,"A11",2861.10219747523,"1","B"
"433",8.23333333333333,"A11",2879.21687191386,"1","B"
"434",8.86666666666667,"A11",2908.86422914375,"1","B"
"435",9.5,"A11",3051.30944760114,"1","B"
"436",10.1333333333333,"A11",3499.6517722683,"1","B"
"437",10.7666666666667,"A11",4524.70867724516,"1","B"
"438",11.4,"A11",5984.3856388785,"1","B"
"439",12.0333333333333,"A11",7195.72184797635,"1","B"
"440",12.6666666666667,"A11",7876.64710288766,"1","B"
"441",13.3,"A11",8223.9112802644,"1","B"
"442",13.9333333333333,"A11",8446.45624966781,"1","B"
"443",14.5666666666667,"A11",8562.72469972676,"1","B"
"444",15.2,"A11",8564.73500477137,"1","B"
"445",15.8333333333333,"A11",8538.30239210284,"1","B"
"446",16.4666666666667,"A11",8514.30255675634,"1","B"
"447",17.1,"A11",8511.51815858639,"1","B"
"448",17.7333333333333,"A11",8519.09725920725,"1","B"
"449",18.3666666666667,"A11",8530.40741437867,"1","B"
"450",19,"A11",8532.11549056696,"1","B"
"451",19.6333333333333,"A11",8520.06926375047,"1","B"
"452",20.2666666666667,"A11",8512.93668076331,"1","B"
"453",20.9,"A11",8493.91580951132,"1","B"
"454",21.5333333333333,"A11",8486.75690343221,"1","B"
"455",22.1666666666667,"A11",8477.16749853039,"1","B"
"456",22.8,"A11",8466.90831717802,"1","B"
"457",23.4333333333333,"A11",8448.30861539712,"1","B"
"458",24.0666666666667,"A11",8433.8487424783,"1","B"
"459",24.7,"A11",8426.73927887333,"1","B"
"460",25.3333333333333,"A11",8415.40280060997,"1","B"
"461",25.9666666666667,"A11",8410.16158052536,"1","B"
"462",26.6,"A11",8398.55238756323,"1","B"
"463",27.2333333333333,"A11",8397.94474107592,"1","B"
"464",27.8666666666667,"A11",8387.67288564225,"1","B"
"465",28.5,"A11",8382.2210808221,"1","B"
"466",29.1333333333333,"A11",8374.64198020124,"1","B"
"467",29.7666666666667,"A11",8370.21262047237,"1","B"
"468",30.4,"A11",8358.33385937429,"1","B"
"469",31.0333333333333,"A11",8361.02976459102,"1","B"
"470",31.6666666666667,"A11",8348.4358797782,"1","B"
"471",32.3,"A11",8349.34573566638,"1","B"
"472",32.9333333333333,"A11",8343.06621345867,"1","B"
"473",33.5666666666667,"A11",8339.92377178736,"1","B"
"474",34.2,"A11",8340.08171033902,"1","B"
"475",34.8333333333333,"A11",8342.52171320005,"1","B"
"476",35.4666666666667,"A11",8339.08338270386,"1","B"
"477",36.1,"A11",8335.47126953171,"1","B"
"478",36.7333333333333,"A11",8340.42610382686,"1","B"
"479",37.3666666666667,"A11",8334.75201296381,"1","B"
"480",38,"A11",8326.73590272403,"1","B"
"481",0.633333333333333,"A12",2755.21261347532,"1","A"
"482",1.26666666666667,"A12",2751.62658102543,"1","A"
"483",1.9,"A12",2741.86687787373,"1","A"
"484",2.53333333333333,"A12",2746.13682461211,"1","A"
"485",3.16666666666667,"A12",2747.10809795834,"1","A"
"486",3.8,"A12",2756.9994872205,"1","A"
"487",4.43333333333333,"A12",2764.08071772898,"1","A"
"488",5.06666666666667,"A12",2769.63732956299,"1","A"
"489",5.7,"A12",2776.63870740082,"1","A"
"490",6.33333333333333,"A12",2796.61817791772,"1","A"
"491",6.96666666666667,"A12",2802.0560899949,"1","A"
"492",7.6,"A12",2811.60601025881,"1","A"
"493",8.23333333333333,"A12",2818.73810578131,"1","A"
"494",8.86666666666667,"A12",2838.4031615889,"1","A"
"495",9.5,"A12",2837.28711123699,"1","A"
"496",10.1333333333333,"A12",2853.99604677908,"1","A"
"497",10.7666666666667,"A12",2863.30737453453,"1","A"
"498",11.4,"A12",2874.05449419128,"1","A"
"499",12.0333333333333,"A12",2889.33078879587,"1","A"
"500",12.6666666666667,"A12",2905.69838987296,"1","A"
"501",13.3,"A12",2907.78803679476,"1","A"
"502",13.9333333333333,"A12",2908.50984233185,"1","A"
"503",14.5666666666667,"A12",2909.92946988423,"1","A"
